D2809,GuangG1,modern cultivar,2021,indica,Guangxi,SC,15.18,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536447/CRR1536447_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536447/CRR1536447_r2.fq.gz
D2301,Guinongfeng,modern cultivar,2021,indica,Guangxi,SC,13.24,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535891/CRR1535891_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535891/CRR1535891_r2.fq.gz
D2803,Jingzinuo166,modern cultivar,2021,indica,Guangxi,SC,13.17,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536441/CRR1536441_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536441/CRR1536441_r2.fq.gz
D180,Dongnuo708,modern cultivar,2021,japonica,Jilin,NE,12.85,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535341/CRR1535341_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535341/CRR1535341_r2.fq.gz
D1951,Xiugeng32,modern cultivar,2022,japonica,Yunnan,SW-J,16.3,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535501/CRR1535501_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535501/CRR1535501_r2.fq.gz
D645,Tonggeng525,modern cultivar,2022,japonica,Jilin,NE,9.95,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1537794/CRR1537794_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1537794/CRR1537794_r2.fq.gz
D2496,Junsizhan,modern cultivar,2022,indica,Hunan,CC-I,14.41,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536096/CRR1536096_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536096/CRR1536096_r2.fq.gz
D116,Beigeng143,modern cultivar,2022,japonica,Jilin,NE,15.53,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1534651/CRR1534651_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1534651/CRR1534651_r2.fq.gz
D2535,Jinnongxiangzhan,modern cultivar,2022,indica,Guangdong,SC,16.36,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536157/CRR1536157_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536157/CRR1536157_r2.fq.gz
D3976,Bahongdao2,modern cultivar,2022,indica,Chongqing,CC-I,17.1,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1537494/CRR1537494_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1537494/CRR1537494_r2.fq.gz
D3282,Heinuo2,modern cultivar,2023,indica,Guangdong,SC,12.38,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536914/CRR1536914_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536914/CRR1536914_r2.fq.gz
D304,Jigeng338,modern cultivar,2023,japonica,Jilin,NE,13.97,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536717/CRR1536717_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536717/CRR1536717_r2.fq.gz
D3971,Bahongdao3,modern cultivar,2023,indica,Chongqing,CC-I,16.32,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1537489/CRR1537489_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1537489/CRR1537489_r2.fq.gz
D1227,Tianlonggeng669,modern cultivar,2023,japonica,Liaoning,NE,11.73,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1534722/CRR1534722_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1534722/CRR1534722_r2.fq.gz
D1521,Linxiu67,modern cultivar,2023,japonica,Shandong,NC,14.36,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535032/CRR1535032_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535032/CRR1535032_r2.fq.gz
D1977,Shengnong5,modern cultivar,2023,japonica,Yunnan,SW-J,10.6,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535528/CRR1535528_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1535528/CRR1535528_r2.fq.gz
D2700,Zhongtaisimiao,modern cultivar,2024,indica,Guangdong,SC,10.09,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536332/CRR1536332_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1536332/CRR1536332_r2.fq.gz
D1237,Liaogeng226,modern cultivar,2024,japonica,Liaoning,NE,13.56,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1534732/CRR1534732_r1.fq.gz,ftp://download.big.ac.cn/gsa4/CRA021736/CRR1534732/CRR1534732_r2.fq.gz
